Title,Hammer_Price,Low_Estimate_price,High_Estimate_price,Signature,created_date,Medium,Auction_Lot,Auction_House,Auction_Date,sold_status,height,width
LES COLLETTES,98390,53040,77520,Unavailable,1905,Oil / Canvas,23,"Est-Ouest Auctions Co., Ltd.","01/18/2014
                ",sold,20.0,14.5
FLEURS,0,61200,89760,Signed Lower Right,nogiven,Oil / Canvas,24,"Est-Ouest Auctions Co., Ltd.","01/18/2014
                ",sold,17.0,19.0
TETE ET ARBRES,27550,30600,46920,Unavailable,1905,Oil / Canvas,25,"Est-Ouest Auctions Co., Ltd.","01/18/2014
                ",sold,8.5,14.0
Roses,102000,102000,153000,Signed Lower Right,nogiven,Oil / Canvas,107,Mainichi Auction Inc.,"12/20/2013
                ",sold,19.1,21.0
"Two Young Ladies with Hat, circa 1890",0,500000,700000,Signed Lower Left,nogiven,Pastel / Cardboard,30,Fine Art Auctions Miami-FAAM,"12/05/2013
                ",sold,51.49,63.5
"Le Pont d'Argenteuil, circa 1888",1251550,962730,1497580,Stamped,1888,Oil / Canvas,3206,"Galerie Koller, AG, Zurich","12/04/2013-12/07/2013
                ",sold,65.0,54.0
Buste de femme au chapeau fleuri,145180,106060,159100,Signed Initials,nogiven,Oil / Canvas,5,Christie's Paris,"12/03/2013
                ",sold,9.5,21.5
Jeune femme assise dans la campagne ,272450,92810,132580,Signed Lower Right,1866,Oil / Canvas,8,Christie's Paris,"12/03/2013
                ",sold,14.0,24.5
Entrée du village,176990,132580,198870,Signed Lower Left,nogiven,Oil / Canvas,16,Christie's Paris,"12/03/2013
                ",sold,53.0,36.8
Jeune fille aux yeux clairs,84520,39770,53030,Signed Monogram,nogiven,Oil / Paper,18,Claude Aguttes,"12/02/2013
                ",sold,7.5,11.5
"JEUNE FEMME ASSISE, 1898",0,397740,530320,Signed Monogram,1898,Oil / Canvas,24,Artcurial,"12/02/2013
                ",sold,58.5,71.0
Portrait d'enfant,31160,7950,10610,Signed Lower Right,nogiven,Oil / Canvas,70,Millon & Associes,"11/27/2013
                ",sold,18.0,21.0
Femme de Profil,153000,153000,255000,Signed Lower Left,1895,Oil / Canvas,205,Shinwa Art Auction,"11/23/2013
                ",sold,27.0,34.0
Buste de femme blonde,255000,204000,306000,Signed,nogiven,Oil / Canvas,283,Mainichi Auction Inc.,"11/09/2013
                ",sold,23.0,29.2
Clocher dEssoyes.,0,235330,0,Signed,nogiven,Oil / Canvas,453,"Dobiaschofsky Auktionen, Bern","11/08/2013
                ",sold,31.0,20.0
Le Port de Saint-Tropez,173000,200000,300000,Signed Lower Right,nogiven,Oil / Canvas,63046,Heritage Auctions,"11/08/2013
                ",sold,26.67,17.15
VUE DE MONTMARTRE,257000,100000,150000,Stamped,nogiven,Oil / Canvas,107,Sotheby's New York,"11/07/2013
                ",sold,45.42,30.48
ÉSQUISSE DE PAYSAGE DU MIDI,365000,250000,350000,Stamped,1910,Oil / Canvas,108,Sotheby's New York,"11/07/2013
                ",sold,30.48,21.29
JEUNE FEMME TENANT UNE FLEUR ,425000,250000,350000,Signed Lower Left,nogiven,Pastel / Paper,117,Sotheby's New York,"11/07/2013
                ",sold,46.36,61.6
ROSES ET ÉTUDE DE GABRIELLE,161000,80000,120000,Signed Initials,1915,Oil / Canvas,120,Sotheby's New York,"11/07/2013
                ",sold,27.0,20.02
TÊTES DE FEMME ,281000,150000,250000,Signed,1907,Oil / Canvas,121,Sotheby's New York,"11/07/2013
                ",sold,25.73,29.54
GABRIELLE LISANT,497000,500000,700000,Signed Lower Right,1910,Oil / Canvas,142,Sotheby's New York,"11/07/2013
                ",sold,24.13,32.39
LES ARBRES,59380,30000,40000,Signed Initials,nogiven,Watercolor / Paper,194,Sotheby's New York,"11/07/2013
                ",sold,26.67,21.59
DEUX POMMES,197000,80000,120000,Signed Lower Right,1915,Oil / Canvas,271,Sotheby's New York,"11/07/2013
                ",sold,27.0,16.21
PAYSAGE,125000,100000,150000,Signed Lower Right,1917,Oil / Canvas,364,Sotheby's New York,"11/07/2013
                ",sold,21.59,12.4
"ALLÉE DANS UN BOIS, FEMME AVEC ENFANT DANS LES BRAS",365000,150000,250000,Stamped,1900,Oil / Canvas,365,Sotheby's New York,"11/07/2013
                ",sold,20.96,26.37
DEUX FILLES DANS UN PRÉ ,917000,700000,1000000,Signed Lower Left,1910,Oil / Canvas,368,Sotheby's New York,"11/07/2013
                ",sold,56.85,47.32
ÉTUDE DE NU,509000,400000,600000,Signed Lower Right,1882,Oil / Canvas,408,Sotheby's New York,"11/07/2013
                ",sold,41.28,32.39
ÉTUDE DE NU ,905000,500000,700000,Signed Lower Right,1910,Oil / Canvas,414,Sotheby's New York,"11/07/2013
                ",sold,34.62,45.09
LES LAVEUSES,293000,250000,350000,Signed Lower Right,nogiven,Oil / Canvas,415,Sotheby's New York,"11/07/2013
                ",sold,19.05,26.04
LE REPOS,1565000,800000,1200000,Signed Lower Right,1895,Pastel / Paper on board,54,Sotheby's New York,"11/06/2013
                ",sold,55.88,44.15
Paysage ,37500,30000,50000,Signed Initials,1887,Watercolor and gouache  over pencil / Paper,153,"Christie's New York, Rockefeller Center","11/06/2013
                ",sold,30.48,18.42
Paysage du midi,257000,120000,180000,Signed Lower Right,nogiven,Oil / Canvas,321,"Christie's New York, Rockefeller Center","11/06/2013
                ",sold,38.43,25.4
Jeune femme dans une barque,725000,350000,450000,Signed Lower Left,1870,Oil / Canvas,419,"Christie's New York, Rockefeller Center","11/06/2013
                ",sold,33.35,29.54
Bouquet de fleurs,461000,400000,600000,Stamped,nogiven,Oil / Canvas,422,"Christie's New York, Rockefeller Center","11/06/2013
                ",sold,41.28,46.69
PAYSAGE DU MIDI,0,150000,250000,Signed Initials,1890,Watercolor and gouache  with ink and silkscreen inks in artist's frame / Paper,129,"Christie's New York, Rockefeller Center","11/05/2013
                ",sold,30.48,30.48
"""Esquisse de paysage""",22500,10000,15000,Inscribed,nogiven,Oil / Canvas on board,10,Dallas Auction Gallery,"10/02/2013
                ",sold,9.53,8.26
"Les Bécasses , 1919",125000,80000,120000,Signed Lower Right,1919,Oil / Canvas,89092,Heritage Auctions,"09/19/2013
                ",sold,20.02,14.61
PAYSAGE AVEC MAISONS,247640,187490,281230,Signed Lower Left,nogiven,Oil / Canvas,340,"Sotheby's London, New Bond Street","06/20/2013
                ",sold,33.0,19.4
NATURE MORTE AUX AMANDES,120150,93740,124990,Signed Lower Left,1912,Oil / Canvas,346,"Sotheby's London, New Bond Street","06/20/2013
                ",sold,33.2,20.6
JETÉE DE FLEURS,101400,93740,124990,Signed Lower Left,nogiven,Oil / Canvas,371,"Sotheby's London, New Bond Street","06/20/2013
                ",sold,24.4,19.4
NATURE MORTE AUX CITRONS,228890,187490,281230,Signed Lower Right,1918,Oil / Canvas,375,"Sotheby's London, New Bond Street","06/20/2013
                ",sold,34.8,19.0
FEMME NUE ET PAYSAGE,0,62500,93740,Stamped,nogiven,Oil / Canvas,379,"Sotheby's London, New Bond Street","06/20/2013
                ",sold,18.5,14.0
JEUNE FILLE PRÈS D'UNE FONTAINE,585120,468720,781200,Signed Lower Left,1885,Oil / Canvas,380,"Sotheby's London, New Bond Street","06/20/2013
                ",sold,30.0,46.8
LA COLLINE ROUGE,200770,124990,187490,Stamped,nogiven,Oil / Canvas,432,"Sotheby's London, New Bond Street","06/20/2013
                ",sold,37.2,24.2
FALAISE VERTE ET MER,163270,109370,156240,Signed Lower Left,1898,Oil / Canvas,438,"Sotheby's London, New Bond Street","06/20/2013
                ",sold,32.3,20.6
"Arbres, maison, route et paysage",867650,187980,281970,Stamped,nogiven,Oil / Canvas,319,"Christie's London, King Street","06/19/2013
                ",sold,36.0,28.0
Le pont de Villeneuve,0,234980,391630,Stamped,nogiven,Oil / Canvas,355,"Christie's London, King Street","06/19/2013
                ",sold,25.2,21.5
La couseuse,472890,281970,375960,Signed Lower Left,nogiven,Oil / Canvas,433,"Christie's London, King Street","06/19/2013
                ",sold,20.0,32.6
Orangers et fond de mer,1039870,471330,785550,Stamped,1913,Oil / Canvas,28,"Christie's London, King Street","06/18/2013
                ",sold,55.3,47.0
Paysage,25000,15000,20000,Unavailable,nogiven,Oil / Canvas,66054,Heritage Auctions,"06/15/2013
                ",sold,15.24,10.16
Etude de tête de jeune femme,80500,30000,50000,Signed Initials,nogiven,Oil / Canvas,66055,Heritage Auctions,"06/15/2013
                ",sold,11.94,11.68
Double Portrait de Jeanne Baudot,0,860160,1290240,Signed,nogiven,Oil / Canvas,49,Galerie Fischer Auktionen AG,"06/12/2013-06/14/2013
                ",sold,40.5,24.0
Poelon et Fruits,113300,41200,61800,Signed,nogiven,Oil / Canvas,948,Mainichi Auction Inc.,"06/08/2013
                ",sold,38.0,15.0
Roses,65770,65710,91990,Signed,nogiven,Oil / Canvas,40,Mirabaud & Mercier (form. Audap & Mirabaud,"06/07/2013
                ",sold,22.0,12.0
"LA PAYSANNE AU PANIER, circa 1902",0,1039520,1299400,Signed Lower Left,nogiven,Oil / Canvas,5,Artcurial,"06/03/2013
                ",sold,32.2,41.0
Roses et paysage,250250,155200,232790,Signed Initials,nogiven,Oil / Canvas,24,Christie's Paris,"05/28/2013
                ",sold,33.5,25.0
Portrait du compositeur Claude Terrasse ,188180,103460,155200,Stamped,1897,Oil / Canvas,28,Christie's Paris,"05/28/2013
                ",sold,22.0,29.5
Claude Renoir,110580,90530,129330,Stamped,1905,Oil / Canvas,30,Christie's Paris,"05/28/2013
                ",sold,21.0,25.7
Deux perdrix,79540,64670,90530,Signed Lower Left,nogiven,Oil / Canvas,31,Christie's Paris,"05/28/2013
                ",sold,41.3,33.4
Saule au bord d'une mare,87300,77600,103460,Signed Lower Left,nogiven,Oil / Canvas,32,Christie's Paris,"05/28/2013
                ",sold,30.2,24.0
FEMME ET ENFANT DANS UN JARDIN,0,322130,386550,Stamped,nogiven,Oil / Canvas,3,Marc Arthur Kohn,"05/22/2013
                ",sold,43.7,42.7
Étude pour Oedipe - la Tragédienne,57440,73110,0,Unavailable,nogiven,Oil / Canvas,466,"Dobiaschofsky Auktionen, Bern","05/15/2013-05/18/2013
                ",sold,18.0,21.0
Paysage,47500,20000,30000,Signed Initials,1903,Watercolor / Paper,107,"Christie's New York, Rockefeller Center","05/09/2013
                ",sold,24.13,13.03
Esquisse de paysage ,0,150000,200000,Stamped,1919,Oil / Canvas,209,"Christie's New York, Rockefeller Center","05/09/2013
                ",sold,40.01,32.08
Fleurs,81250,60000,80000,Stamped,1895,Oil / Canvas,218,"Christie's New York, Rockefeller Center","05/09/2013
                ",sold,26.04,19.05
Baigneuses,903750,300000,500000,Signed Lower Right,1897,Oil / Canvas,219,"Christie's New York, Rockefeller Center","05/09/2013
                ",sold,27.94,22.23
Grenades et pomme,99750,100000,150000,Signed,1901,Oil / Canvas,232,"Christie's New York, Rockefeller Center","05/09/2013
                ",sold,32.08,16.21
Portrait de Jeanne Sisley,543750,500000,700000,Unavailable,1875,Oil / Canvas,261,"Christie's New York, Rockefeller Center","05/09/2013
                ",sold,27.94,36.53
Femme lisant dans une clairière ,1683750,400000,600000,Signed Lower Left,1895,Oil / Canvas,274,"Christie's New York, Rockefeller Center","05/09/2013
                ",sold,41.28,33.02
CONFIDENCE,3595750,2500000,3500000,Signed,1897,Oil / Canvas,30,"Christie's New York, Rockefeller Center","05/08/2013
                ",sold,33.35,41.28
JEUNE FILLE DANS LES FLEURS OR FEMME AU CHAPEAU BLANC,2139750,2000000,3000000,Signed Lower Right,1895,Oil / Canvas,44,"Christie's New York, Rockefeller Center","05/08/2013
                ",sold,54.31,65.1
FEMME NUE COUCHÉE,903750,800000,1200000,Stamped,1918,Oil / Canvas,46,"Christie's New York, Rockefeller Center","05/08/2013
                ",sold,52.71,45.09
PETITE BAIGNEUSE,785000,150000,250000,Signed Lower Right,1876,Oil / Panel,113,Sotheby's New York,"05/08/2013
                ",sold,6.68,8.89
MADAME RENOIR AU CHAPEAU,62500,15000,20000,Signed Initials,nogiven,Watercolor and pencil / Paper,136,Sotheby's New York,"05/08/2013
                ",sold,20.02,17.78
PORTRAIT DE COCO RENOIR,161000,70000,90000,Signed Lower Left,nogiven,Oil / Canvas,143,Sotheby's New York,"05/08/2013
                ",sold,11.13,11.76
VASE DE ROSES,665000,250000,350000,Signed Lower Right,nogiven,Oil / Canvas,144,Sotheby's New York,"05/08/2013
                ",sold,28.27,31.45
L'ALLÉE COUVERTE,965000,500000,700000,Signed Lower Right,1872,Oil / Canvas,257,Sotheby's New York,"05/08/2013
                ",sold,46.05,61.29
ROUTE À BERNEVAL,1925000,1000000,1500000,Signed Lower Right,1880,Oil / Canvas,439,Sotheby's New York,"05/08/2013
                ",sold,61.29,50.17
ÉTUDES DE PAYSAGES ET NUS,106250,80000,120000,Signed Initials,1900,Oil / Canvas,467,Sotheby's New York,"05/08/2013
                ",sold,35.26,43.18
PORTRAIT DE GABRIELLE,161000,100000,150000,Signed Lower Left,1915,Oil / Canvas,469,Sotheby's New York,"05/08/2013
                ",sold,19.05,19.05
"NATURE MORTE, TROIS CITRONS ET UNE TASSE",395000,200000,300000,Signed Lower Right,nogiven,Oil / Canvas,472,Sotheby's New York,"05/08/2013
                ",sold,28.27,20.32
LA CONVERSATION,245000,150000,250000,Signed Lower Right,1890,Oil / Canvas,479,Sotheby's New York,"05/08/2013
                ",sold,53.98,65.1
LE GRAND ARBRE AU BORD DE LA ROUTE,461000,300000,400000,Signed Lower Left,1886,Oil / Canvas,480,Sotheby's New York,"05/08/2013
                ",sold,64.77,53.98
PAYSAGE AVEC MAISONS À CAGNES,125000,70000,90000,Signed Lower Left,nogiven,Oil / Canvas,487,Sotheby's New York,"05/08/2013
                ",sold,22.86,19.05
BUSTE DE FEMME,185000,120000,180000,Signed Monogram,C1896-1900,Oil / Canvas,520,Sotheby's New York,"05/08/2013
                ",sold,22.23,27.31
"PAYSAGE, MAISONS",137000,120000,180000,Stamped,nogiven,Oil / Canvas,521,Sotheby's New York,"05/08/2013
                ",sold,27.64,17.48
VASE DE PIVOINES,3133000,1500000,2000000,Signed Lower Right,nogiven,Oil / Canvas,43,Sotheby's New York,"05/07/2013
                ",sold,46.99,57.15
LISEUSE,0,2000000,3000000,Signed and Dated,1877,Oil / Canvas,62,Sotheby's New York,"05/07/2013
                ",sold,32.72,41.28
Portrait de jeune fille au chapeau de paille,443770,0,0,Signed,nogiven,Oil / Canvas,74,Ferri,"04/10/2013
                ",sold,20.0,30.5
FEMME NUE COUCHEE,117900,102520,128150,Signed Lower Right,1892,Oil / Canvas,667,Cornette De Saint Cyr,"03/28/2013
                ",sold,23.5,14.5
TÊTE DE FEMME,93750,40000,60000,Stamped,1918,Oil / Canvas,10,Sotheby's New York,"03/13/2013
                ",sold,12.4,12.4
Quatre oignons,0,0,0,Signed,1917,Oil / Canvas,30,Rossini,"02/28/2013
                ",sold,31.5,18.0
"Aloès, la cueillette à Cagnes",528030,391430,548000,Signed Lower Left,1910,Oil / Canvas,434,"Christie's London, King Street","02/07/2013
                ",sold,44.5,26.4
"Paysage, entrée de village avec femme et enfant",396510,281830,391430,Stamped,1904-1908,Oil / Canvas,455,"Christie's London, King Street","02/07/2013
                ",sold,29.1,23.2
L'ombrelle,15214090,6291200,11009600,Signed Lower Left,1878,Oil / Canvas,13,"Christie's London, King Street","02/06/2013
                ",sold,50.8,61.9
Baigneuse accoudée,2707180,2359200,3145600,Signed Lower Left,1882,Oil / Canvas,24,"Christie's London, King Street","02/06/2013
                ",sold,40.3,54.3
PÊCHEUSES À LA LIGNE,417190,283100,346020,Stamped,1917,Oil / Canvas,133,"Sotheby's London, New Bond Street","02/06/2013
                ",sold,28.1,30.6
PAYSAGE,124640,94370,125820,Stamped,nogiven,Oil / Canvas,144,"Sotheby's London, New Bond Street","02/06/2013
                ",sold,28.9,14.7
TASSE ET FRUITS,143520,94370,125820,Signed,1910,Oil / Canvas,145,"Sotheby's London, New Bond Street","02/06/2013
                ",sold,13.7,17.4
ÉTUDE: TÊTE D'ENFANT ,43250,31460,47180,Unavailable,nogiven,Oil / Canvas,224,"Sotheby's London, New Bond Street","02/06/2013
                ",sold,6.7,7.5
FEMME AU CHAPEAU,247320,235920,314560,Signed Lower Left,nogiven,Oil / Canvas,324,"Sotheby's London, New Bond Street","02/06/2013
                ",sold,23.7,26.8
L'ÉGLISE À ESSOYES,426620,283100,393200,Signed Lower Right,1890's,Oil / Canvas,377,"Sotheby's London, New Bond Street","02/06/2013
                ",sold,30.8,25.0
MADAME VALTAT ,1649320,1571900,2357850,Signed Lower Right,1903,Oil / Canvas,34,"Sotheby's London, New Bond Street","02/05/2013
                ",sold,46.0,55.0
JEUNE FILLE BLONDE,0,122180,179190,Signed Lower Right,1882,Pastel / Paper,29,"Est-Ouest Auctions Co., Ltd.","01/23/2013-01/26/2013
                ",sold,37.5,45.1
YOUNG TREES IN THE FOREST/JEUNES ARBRES DANS LA FORET,0,488700,733050,Unavailable,1866,Oil / Canvas,30,"Est-Ouest Auctions Co., Ltd.","01/23/2013-01/26/2013
                ",sold,59.5,73.0
"Tête de femme, circa 1896-1900",125850,98710,105290,Signed Monogram,1896-1900,Oil / Canvas,8,Claude Aguttes,"12/17/2012
                ",sold,21.0,26.5
"Etude de nu allongé, la boulangère, vers 1900",0,39220,52290,Signed Monogram,nogiven,Oil / Canvas,7,Hotel Des Ventes De Monte-Carlo,"12/14/2012
                ",sold,9.5,10.8
"Paysage, 1913",193500,200000,250000,Signed Lower Right,1913,Oil / Canvas,57,Fine Art Auctions Miami-FAAM,"12/06/2012-12/07/2012
                ",sold,40.89,32.0
PORTRAIT DE PIERRE RENOIR,126690,91240,117310,Signed Lower Right,1895,Pastel / Paper,64,Artcurial,"12/04/2012
                ",sold,24.3,35.0
Portrait de femme,685800,90750,129640,Signed,nogiven,Oil / Canvas,7,Christie's Paris,"11/28/2012
                ",sold,14.0,18.5
Femme debout de profil,468000,388920,648200,Signed Initials,nogiven,Oil / Canvas,9,Christie's Paris,"11/28/2012
                ",sold,19.0,33.0
Nu à la draperie,195760,155570,233350,Stamped,1915,Oil / Canvas,12,Christie's Paris,"11/28/2012
                ",sold,25.2,22.0
La liseuse,0,1555680,2333520,Signed and Dated,1877,Oil / Canvas,19,Christie's Paris,"11/28/2012
                ",sold,32.5,41.3
"Jeune femme au fichu, étude pour la Femme à la guitare",211180,191990,255980,Signed,nogiven,Oil / Canvas,45,Millon & Associes,"11/21/2012
                ",sold,23.0,25.0
Gabrielle en Rouge,482500,500000,700000,Signed Lower Left,1903,Oil / Canvas,72042,Heritage Auctions,"11/15/2012
                ",sold,33.02,40.64
Buste de Jeune Fille--Fragment,68500,30000,40000,Inscribed,nogiven,Oil / Canvas,72043,Heritage Auctions,"11/15/2012
                ",sold,12.7,15.88
JEUNE FILLE AU PANIER ,2434500,1800000,2500000,Signed Lower Right,1912,Oil / Canvas,8,Sotheby's New York,"11/08/2012
                ",sold,53.67,65.74
VASE DE ROSES ET DAHLIAS,1082500,400000,600000,Signed Lower Right,1883-84,Oil / Canvas,20,Sotheby's New York,"11/08/2012
                ",sold,31.75,41.28
ETUDE POUR 'LA DANSE À LA CAMPAGNE',0,500000,700000,Signed Initials,1883,Watercolor and pencil  with brown wash / Paper,60,Sotheby's New York,"11/08/2012
                ",sold,27.94,44.45
PORTRAIT DE JEANNE SISLEY,0,700000,1000000,Unsigned,1875,Oil / Canvas,61,Sotheby's New York,"11/08/2012
                ",sold,27.94,36.53
