Title,Hammer_Price,Low_Estimate_price,High_Estimate_price,Signature,created_date,Medium,Auction_Lot,Auction_House,Auction_Date,sold_status,height,width
"LE JARDIN DES TUILERIES ET LE PAVILLON DE FLORE, MATIN, PRINTEMPS",0,2822760,3920500,Signed and Dated,1900,Oil / Canvas,6,"Sotheby's London, New Bond Street","06/19/2012
                ",sold,81.5,65.0
La porteuse de bois.,0,210460,315690,Signed Lower Right,nogiven,Gouache / Paper,3203,"Galerie Koller, AG, Zurich","06/18/2012-06/23/2012
                ",sold,15.5,20.5
Baigneuses assises au bord d'une rivière,0,363970,467960,Signed and Dated,1901,Gouache / Silk,22,Galerie Fischer Auktionen AG,"06/13/2012-06/15/2012
                ",sold,25.8,19.0
Le Marché Saint Honoré,127230,62060,93100,Signed and Dated,1889,Watercolor / Paper,208,Woolley and Wallis,"06/13/2012
                ",sold,22.86,29.21
Julie allaitant Ludovic-Rodolphe,412700,312650,375180,Signed and Dated,1878,Oil / Canvas,18,Etude Rouillac,"06/10/2012
                ",sold,38.0,46.0
Paysanne attachant son soulier,553240,511080,766620,Signed and Dated,1885,Oil / Canvas,11,Christie's Paris,"05/22/2012
                ",sold,46.8,56.5
"LE RU DE MONTBUISSON, LOUVECIENNES",632500,400000,600000,Signed Lower Right,1869,Oil / Canvas,136,Sotheby's New York,"05/03/2012
                ",sold,55.58,46.05
TROIS CAVALIERS ET CHEVAUX GALOPANT DANS UNE PLAINE ,0,80000,120000,Signed Lower Left,1857-58,Oil / Canvas,141,Sotheby's New York,"05/03/2012
                ",sold,59.06,30.18
"L'AVANT-PORT DE DIEPPE, APRÈS-MIDI, TEMPS LUMINEUX",1538500,1400000,1800000,Signed and Dated,1902,Oil / Canvas,36,Sotheby's New York,"05/02/2012
                ",sold,65.41,54.31
"PAYSAGE AVEC CHEVAL BLANC DANS UN PRÉ, L'HERMITAGE, PONTOISE",0,1300000,1800000,Signed and Dated,1872,Oil / Canvas,40,Sotheby's New York,"05/02/2012
                ",sold,55.25,46.05
La vie aux champs ,182500,120000,180000,Signed Lower Left,1879,Gouache / Silk,116,"Christie's New York, Rockefeller Center","05/02/2012
                ",sold,54.31,25.4
Daphnis et Chloé,16250,14000,18000,Stamped,1895-96,Gouache  pen and black ink and sanguine over pencil / Paper,128,"Christie's New York, Rockefeller Center","05/02/2012
                ",sold,13.67,12.07
Scène villageoise,0,50000,70000,Unavailable,1854-55,Oil  and pencil / Canvas,313,"Christie's New York, Rockefeller Center","05/02/2012
                ",sold,30.48,23.83
Village au pied d'une colline,80500,60000,80000,Unavailable,1854-55,Oil  and pencil / Canvas,314,"Christie's New York, Rockefeller Center","05/02/2012
                ",sold,30.48,24.13
Crique avec voilier,530500,200000,300000,Signed and Dated,1856,Oil / Canvas,315,"Christie's New York, Rockefeller Center","05/02/2012
                ",sold,53.04,34.93
Personnages discutant au bord d'un chemin,188500,100000,150000,Signed and Dated,1856,Oil / Canvas,316,"Christie's New York, Rockefeller Center","05/02/2012
                ",sold,45.72,32.72
"Vaches s'abreuvant dans un ruisseau, Osny",662500,500000,700000,Signed and Dated,1886,Gouache / Silk,26,"Christie's New York, Rockefeller Center","05/01/2012
                ",sold,38.74,26.04
Lisiere du Bois ,0,220000,280000,Signed Lower Left,1867,Oil / Canvas,5,Saffronart,"02/15/2012-02/16/2012
                ",sold,36.8,25.4
"DARSE DE PE^CHE ET BASSIN DUQUESNE, DIEPPE, TEMPS GRIS LUMINEUX",192520,190540,285800,Signed and Dated,1902,Oil / Canvas,114,"Sotheby's London, New Bond Street","02/09/2012
                ",sold,27.1,22.2
CAVALIER A` L'ORE´E D'UN BOIS,125830,39700,55570,Signed Lower Right,1859,Oil / Canvas,383,"Sotheby's London, New Bond Street","02/09/2012
                ",sold,32.3,39.9
"PAYSAGE AVEC DEUX PERSONNAGES, ÉRAGNY, AUTOMNE",364000,127020,190540,Signed and Dated,1902,Oil / Linen,389,"Sotheby's London, New Bond Street","02/09/2012
                ",sold,21.6,27.3
Etude de ciel,0,7120,10290,Signed Initials,nogiven,Watercolor / Paper,276,"Christie's London, King Street","02/08/2012
                ",sold,14.6,11.7
Petite gardeuse d'oies,286920,237450,316600,Signed and Dated,1886,Gouache / Silk,283,"Christie's London, King Street","02/08/2012
                ",sold,36.5,26.9
Pommiers à Éragny,4662000,1420740,1894320,Signed Lower Left,1894,Oil / Canvas,11,"Christie's London, King Street","02/07/2012
                ",sold,74.0,60.5
"Les laveuses à Éragny, esquisse",0,1068800,1603200,Stamped,1901,Oil / Canvas,28,Christie's Paris,"12/01/2011
                ",sold,92.4,73.4
FEMME SE CAMBRANT,32960,33770,47280,Signed Monogram,1890,Watercolor  and pen over pencil / Paper,176,Grisebach,"11/23/2011
                ",sold,9.1,15.0
"RUE DES ROCHES AU VALHERMEIL, AUVERS SUR OISE",0,600000,800000,Signed and Dated,1880,Oil / Canvas,181,Sotheby's New York,"11/03/2011
                ",sold,37.8,45.72
MAISON AU BORD D'UNE ROUTE DE CAMPAGNE AVEC PERSONNAGES,170500,45000,55000,Signed and Dated,1856,Oil / Canvas,213,Sotheby's New York,"11/03/2011
                ",sold,40.64,32.72
FEMME EN CHEMISE PRÈS D'UN LIT,0,250000,350000,Stamped,nogiven,Oil / Canvas,214,Sotheby's New York,"11/03/2011
                ",sold,33.66,41.28
LA MAISON DELAFOLIE À ERAGNY,1370500,1800000,2500000,Signed and Dated,1885,Oil / Canvas,11,Sotheby's New York,"11/02/2011
                ",sold,65.1,54.61
"LE LOUVRE, MATIN, PRINTEMPS",1538500,1500000,2500000,Signed and Dated,1902,Oil / Canvas,41,Sotheby's New York,"11/02/2011
                ",sold,53.98,64.77
"LA MAISON DE MONSIEUR MUSY, ROUTE DE MARLY, LOUVECIENNES",0,1000000,1500000,Signed Lower Left,1872,Oil / Canvas,67,Sotheby's New York,"11/02/2011
                ",sold,54.61,41.28
Marché aux légumes à Pontoise,32500,20000,30000,Signed Initials,1891,Watercolor and gouache  and charcoal / Paper on board,112,"Christie's New York, Rockefeller Center","11/02/2011
                ",sold,19.69,25.1
"Etude pour Les Sarcleuses, Pontoise",0,60000,80000,Signed Initials,1882,Pastel  and charcoal / Paper,113,"Christie's New York, Rockefeller Center","11/02/2011
                ",sold,62.23,47.32
"All Saints' Church, Beulah Hill",27500,15000,25000,Signed Initials,nogiven,Watercolor and pencil / Paper,116,"Christie's New York, Rockefeller Center","11/02/2011
                ",sold,22.56,17.48
Paul-Emile Pissarro,482500,400000,600000,Stamped,1890,Oil / Canvas,266,"Christie's New York, Rockefeller Center","11/02/2011
                ",sold,33.66,40.97
"Juin, temps pluvieux, Eragny",1202500,1500000,2000000,Signed and Dated,1898,Oil / Canvas,19,"Christie's New York, Rockefeller Center","11/01/2011
                ",sold,82.55,66.68
Paysage aux environs de Paris,111190,72670,101740,Unavailable,1857,Oil / Canvas,19,Matsart Auctioneers & Appraisers,"07/05/2011
                ",sold,46.0,30.0
"Les carrières du chou, Pontoise",1571850,1380730,1744080,Signed and Dated,1882,Oil / Canvas,20,Matsart Auctioneers & Appraisers,"07/05/2011
                ",sold,66.0,54.0
Les dindons,0,6380,9570,Stamped,nogiven,Pastel / Paper,53,"Christie's London, South Kensington","06/28/2011
                ",sold,24.7,31.1
L'âtre,9970,11170,15960,Stamped,nogiven,Pastel  and pencil / Paper,54,"Christie's London, South Kensington","06/28/2011
                ",sold,32.6,50.0
Le mouton,0,12770,19150,Signed,nogiven,Pastel / Paper,55,"Christie's London, South Kensington","06/28/2011
                ",sold,19.5,13.1
Gardeuse de vaches,0,15960,23940,Stamped,nogiven,Pastel / Paper,56,"Christie's London, South Kensington","06/28/2011
                ",sold,23.8,15.8
Rouen,0,47870,63830,Signed and Dated,98,Watercolor / Paper,57,"Christie's London, South Kensington","06/28/2011
                ",sold,25.5,18.4
Le clocher de Bazincourt,461560,382970,478710,Signed Lower Right,1885,Oil / Canvas,60,"Christie's London, South Kensington","06/28/2011
                ",sold,27.0,34.8
ENVIRONS DE ROUEN,83500,64660,97000,Signed and Dated,1883,Oil / Board,160,"Sotheby's London, New Bond Street","06/23/2011
                ",sold,26.8,21.5
Paysanne bêchant,0,2910060,4041750,Signed and Dated,188,Oil / Canvas,65,"Christie's London, King Street","06/21/2011
                ",sold,54.0,65.7
"Match de cricket à Bedford Park, Londres",0,2263380,2910060,Signed and Dated,1897,Oil / Canvas,69,"Christie's London, King Street","06/21/2011
                ",sold,65.0,54.0
"La Côte des Mathurins à l'Hermitage, Pontoise",933240,646680,970020,Signed and Dated,1876,Oil / Canvas,85,"Christie's London, King Street","06/21/2011
                ",sold,56.0,47.0
Paysage,0,7140,9990,Signed Initials,nogiven,Watercolor and ink / Paper,4,Christie's Paris,"05/20/2011
                ",sold,25.1,17.7
La femme aux oies,0,70000,100000,Stamped,1895,Watercolor and gouache  and conte crayon / Paper,109,"Christie's New York, Rockefeller Center","05/05/2011
                ",sold,54.61,34.62
BORDS DE L'OISE,0,250000,350000,Signed and Dated,1890,Gouache  and pencil / Silk,160,Sotheby's New York,"05/04/2011
                ",sold,63.5,30.48
ALLÉE DANS UNE FÔRET,0,300000,400000,Signed Lower Left,1859,Oil / Canvas,190,Sotheby's New York,"05/04/2011
                ",sold,33.02,40.97
"PAYSANNES RAMASSANT DES HERBES, ÉRAGNY",1142500,800000,1200000,Signed and Dated,1886,Oil / Canvas,9,Sotheby's New York,"05/03/2011
                ",sold,46.05,38.1
"L'HERMITAGE EN ÉTÉ, PONTOISE",4282500,4000000,6000000,Signed and Dated,1877,Oil / Canvas,36,Sotheby's New York,"05/03/2011
                ",sold,91.14,56.52
BORDS DE L'EPTE A ERAGNY,0,14220,21330,Signed Monogram,nogiven,Watercolor and pencil / Paper,193,Artcurial,"03/23/2011
                ",sold,17.0,20.0
"""La mare aux saules""",3419,2735,4103,Stamped,nogiven,Pastel / Paper,45,Hotel de Ventes Vanderkindere,"02/22/2011-02/23/2011
                ",sold,32.0,29.5
Entrée du port du Havre et le brise-lames ouest,0,482250,643000,Signed and Dated,1903,Oil / Canvas,434,"Christie's London, King Street","02/10/2011
                ",sold,34.6,23.7
"Vue de ma fenêtre, inondation, effet de soir, Éragny",1780340,1610800,2416200,Signed and Dated,1893,Oil / Canvas,11,"Christie's London, King Street","02/09/2011
                ",sold,53.9,65.0
"Le parc aux charrettes, Pontoise",0,1932960,2899440,Signed and Dated,1878,Oil / Canvas,12,"Christie's London, King Street","02/09/2011
                ",sold,54.0,65.0
"Chevaux et charrettes devant la darse de pêche, Dieppe, marée basse",0,724860,1047020,Signed and Dated,1902,Oil / Canvas,38,"Christie's London, King Street","02/09/2011
                ",sold,65.7,54.9
"Paysage avec maisons et mur de clôture, givre et brume, Éragny",0,885940,1208100,Signed and Dated,1892,Oil / Canvas,40,"Christie's London, King Street","02/09/2011
                ",sold,55.0,46.0
"LE GRAND NOYER, GELÉE BLANCHE ÉRAGNY",504580,322160,483240,Signed and Dated,1892,Oil / Canvas,126,"Sotheby's London, New Bond Street","02/09/2011
                ",sold,33.0,41.0
"Soleil couchant au velhermeil, auvers-sur-oise",1510850,1289600,1612000,Signed and Dated,1880,Oil / Canvas,18,"Sotheby's London, New Bond Street","02/08/2011
                ",sold,64.8,54.0
The countryside near Rouen,242500,180000,220000,Signed and Dated,1883,Oil / Board,21,Matsart Auctioneers & Appraisers,"12/28/2010
                ",sold,34.5,27.0
LES DUNES DE KNOKKE,0,263840,395760,Stamped,1894,Oil / Canvas,64,Artcurial,"11/30/2010
                ",sold,81.0,65.0
Deux paysannes dans un champs des choux,0,48180,55060,Stamped,1886,Pastel / Paper,637,"Neumeister Kunstauktionen, Munich","11/11/2010
                ",sold,28.5,19.5
"Entrée de la forêt de Marly, effet de neige",434500,200000,300000,Signed Lower Right,1870,Oil / Canvas,391,"Christie's New York, Rockefeller Center","11/04/2010
                ",sold,46.36,38.1
"Pruniers en fleur, Pontoise",482500,500000,700000,Stamped,1876,Oil / Canvas,423,"Christie's New York, Rockefeller Center","11/04/2010
                ",sold,55.88,45.72
"La cour de la maison Rondest, Pontoise",266500,300000,400000,Signed and Dated,1880,Oil / Canvas,427,"Christie's New York, Rockefeller Center","11/04/2010
                ",sold,27.0,34.93
Enfants attablés dans le jardin à Eragny,3442500,3000000,4000000,Signed and Dated,1892,Oil / Canvas,6,"Christie's New York, Rockefeller Center","11/03/2010
                ",sold,72.72,60.33
Femme nue de dos dans un intérieur,506500,400000,600000,Signed and Dated,1895,Oil / Canvas,83,"Christie's New York, Rockefeller Center","11/03/2010
                ",sold,33.35,41.28
"LE JARDIN DES TUILERIES, EFFET DE NEIGE",1314500,1200000,1800000,Signed and Dated,1900,Oil / Canvas,3,Sotheby's New York,"11/02/2010
                ",sold,53.98,65.1
"LA RÉCOLTE DES FOINS, ERAGNY",0,3000000,5000000,Signed and Dated,1887,Oil / Canvas,5,Sotheby's New York,"11/02/2010
                ",sold,66.04,50.8
VILLAGE STREET,15000,12000,18000,Signed Lower Left,nogiven,Watercolor / Paper,1,Sotheby's New York,"10/07/2010
                ",sold,10.49,13.67
ST. THOMAS,17500,12000,18000,Signed and Dated,1852,Watercolor and pencil / Paper,2,Sotheby's New York,"10/07/2010
                ",sold,34.29,24.46
FEMME AU PANIER,4621,6470,7770,Signed Lower Left,nogiven,Watercolor and pencil / Paper,4,"Tajan, Paris","07/27/2010
                ",sold,11.5,18.0
"The meadow with the grey horse, Eragny",2066500,0,0,Signed and Dated,1893,Oil / Canvas,160,Matsart Auctioneers & Appraisers,"06/30/2010
                ",sold,65.0,54.1
L'Église d'Eragny,0,14890,22340,Signed and Dated,1887,Watercolor and pencil / Paper,102,"Christie's London, King Street","06/24/2010
                ",sold,15.7,20.1
"Les carrières du Chou, Pontoise",1351690,886500,1329750,Signed and Dated,1882,Oil / Canvas,18,"Christie's London, King Street","06/23/2010
                ",sold,65.7,54.2
"VUE DE BAZINCOURT, BROULLARD",196880,118200,177300,Signed on Reverse,1894,Oil / Canvas,171,"Sotheby's London, New Bond Street","06/23/2010
                ",sold,41.4,33.5
LE FOND DE SAINT-ANTOINE À PONTOISE,0,177300,265950,Signed Lower Right,1873,Oil / Canvas,175,"Sotheby's London, New Bond Street","06/23/2010
                ",sold,46.5,38.2
FEMME VIDANT UNE BROUETTE,356450,177300,265950,Signed Lower Left,1880,Gouache  and Pencil / Paper on board,262,"Sotheby's London, New Bond Street","06/23/2010
                ",sold,22.7,24.8
LE PONT DE CHEMIN DE FER À PONTOISE,0,118200,177300,Signed Lower Left,1882-83,Watercolor and gouache / Silk,267,"Sotheby's London, New Bond Street","06/23/2010
                ",sold,60.8,31.0
"FERME À MONTFOUCAULT, NEIGE",1141030,1038310,1483300,Signed and Dated,1874,Oil / Canvas,36,"Sotheby's London, New Bond Street","06/22/2010
                ",sold,65.0,54.0
"Jardin potager à l'Ermitage, Pontoise",1150760,1106500,0,Signed,1879,Oil / Canvas,123,Galerie Kornfeld and Cie,"06/17/2010-06/18/2010
                ",sold,65.0,54.0
"Pommiers en fleurs, Eragny",920610,796680,0,Signed,1888,Oil / Canvas,124,Galerie Kornfeld and Cie,"06/17/2010-06/18/2010
                ",sold,55.5,46.4
Pommier à Eragny,26560,26560,0,Signed,1888,Watercolor and pencil / Paper,125,Galerie Kornfeld and Cie,"06/17/2010-06/18/2010
                ",sold,25.2,17.2
Environs de Rouen,47700,24210,36320,Signed and Dated,1883,Oil / Card,47,Christie's Paris,"06/14/2010
                ",sold,26.8,21.8
Les environs de Rouen,172650,72640,96860,Signed and Dated,1883,Oil / Card,48,Christie's Paris,"06/14/2010
                ",sold,34.8,27.0
LE MARCHE,29340,24600,36900,Signed Monogram,nogiven,Watercolor and ink / Paper,87,Artcurial,"06/01/2010
                ",sold,21.0,13.4
VILLAGE EN BORD DE RIVIÈRE,25630,25500,31880,Signed Initials,nogiven,Watercolor / Paper,40,Eric Pillon Encheres,"05/09/2010
                ",sold,47.0,28.0
"FEMME ET ENFANT SUR UN CHEMIN, HIVER",386500,350000,450000,Signed Lower Right,1869-70,Oil / Canvas,182,Sotheby's New York,"05/06/2010
                ",sold,61.29,42.55
LE JARDIN D'OCTAVE MIRBEAU À DAMPS ,2658500,1200000,1800000,Signed and Dated,1892,Oil / Canvas,1,Sotheby's New York,"05/05/2010
                ",sold,54.61,65.41
Deux laveuses,6250,7000,9000,Signed Initials,nogiven,Watercolor and gouache  and pencil / Paper,208,"Christie's New York, Rockefeller Center","05/05/2010
                ",sold,19.69,19.38
"Groupe de personnages au marché, Gisors",22500,20000,30000,Signed Initials,1891,Watercolor and ink  and pencil / Paper,212,"Christie's New York, Rockefeller Center","05/05/2010
                ",sold,16.51,20.32
Rouen sous la pluie,60000,30000,40000,Inscribed and Signed,1883,Watercolor  and charcoal / Paper,215,"Christie's New York, Rockefeller Center","05/05/2010
                ",sold,29.21,22.86
Verger à Saint-Ouen-l'Aumône en hiver,782500,700000,900000,Signed and Dated,1877,Oil / Canvas,329,"Christie's New York, Rockefeller Center","05/05/2010
                ",sold,55.88,46.69
"Matinée de printemps, Pontoise",0,1400000,1800000,Signed and Dated,1874,Oil / Canvas,37,"Christie's New York, Rockefeller Center","05/04/2010
                ",sold,55.25,45.72
CAVALIER À L'ORÉE D'UN BOIS,0,61940,68820,Signed Lower Right,1859,Oil / Canvas,27,Eric Pillon Encheres,"03/14/2010
                ",sold,32.0,40.0
ESPLANADE DE BAZINCOURT,69090,39940,55910,Signed and Titled,1890,Watercolor  and Charcoal / Paper,209,"Sotheby's London, New Bond Street","02/04/2010
                ",sold,29.2,22.7
"GARDEUSE DE VACHE, CÔTE DES GROUETTES, PONTOISE",538720,239610,319480,Signed and Dated,1882,Gouache / Paper,214,"Sotheby's London, New Bond Street","02/04/2010
                ",sold,38.1,46.0
"L'ÉGLISE SAINT-JACQUES À DIEPPE, MATIN, SOLEIL",3995870,3190000,4785000,Signed Lower Right,1901,Oil / Canvas,7,"Sotheby's London, New Bond Street","02/03/2010
                ",sold,93.0,74.0
Julie Pissarro cousant,0,478500,638000,Stamped,1874,Oil / Canvas,411,"Christie's London, King Street","02/03/2010
                ",sold,54.0,65.0
"La récolte, Pontoise",993720,764830,1083510,Signed and Dated,1880,Oil / Canvas,16,"Christie's London, King Street","02/02/2010
                ",sold,56.5,46.3
Les débardeurs à Rouen,0,8750,11670,Signed Monogram,1893,Oil / Canvas,22,Claude Aguttes,"12/16/2009
                ",sold,36.8,22.9
Paysage,7500,15000,20000,Signed Lower Left,nogiven,Watercolor / Paper,106,"Christie's New York, Rockefeller Center","12/16/2009-12/17/2009
                ",sold,31.45,22.56
Cavalier à l'orée d'un bois,54750,44180,58900,Signed Lower Right,1859,Oil / Canvas,15,Piasa,"12/11/2009
                ",sold,32.0,39.5
"Femme et enfant sur un chemin, hiver",368620,176710,265070,Signed Lower Right,nogiven,Oil / Canvas,20,Piasa,"12/11/2009
                ",sold,61.0,42.5
LE CLOCHER DE BAZINCOURT,0,516000,709500,Signed Lower Right,1885,Oil / Canvas,477,"Est-Ouest Auctions Co., Ltd.","11/25/2009-11/26/2009
                ",sold,27.2,35.0
"PAYSAGE DES ANTILLES, CAVALIER ET ÂNE SUR UN CHEMIN",59380,35000,45000,Signed and Dated,1856,Oil / Board,270,Sotheby's New York,"11/05/2009
                ",sold,15.88,21.92
LA BUTTE-MONTMARTRE,92500,60000,80000,Signed and Dated,1861,Oil / Canvas,271,Sotheby's New York,"11/05/2009
                ",sold,22.23,27.64
PROJET D'ÉVENTAIL,0,40000,60000,Stamped,mi1880's,Watercolor  and crayon / Paper,288,Sotheby's New York,"11/05/2009
                ",sold,59.39,33.35
"LE PONT BOIELDIEU ET LA GARE D'ORLÉANS, ROUEN, SOLEIL",7026500,2000000,3000000,Signed Lower Left,1898,Oil / Canvas,16,Sotheby's New York,"11/04/2009
                ",sold,80.98,64.77
"LE JARDIN DES TUILERIES ET LE PAVILLON DE FLORE, EFFET DE NEIGE",2770500,1250000,1850000,Signed Lower Right,1899,Oil / Canvas,19,Sotheby's New York,"11/04/2009
                ",sold,64.77,53.98
Paysage avec batteuse à Montfoucault,74500,24000,28000,Signed Lower Right,1875,Pastel / Paper on board,138,"Christie's New York, Rockefeller Center","11/04/2009
                ",sold,37.47,26.37
Marché à Gisors,50000,35000,45000,Signed Initials,1885,Pastel  and charcoal / Paper,140,"Christie's New York, Rockefeller Center","11/04/2009
                ",sold,17.78,22.86
Le Quai Malaquais et l'Institut,2154500,1500000,2500000,Signed and Dated,1903,Oil / Canvas,2,"Christie's New York, Rockefeller Center","11/03/2009
                ",sold,65.1,54.31
"Le Pont du chemin de fer, Pontoise",0,3500000,4500000,Signed Lower Left,1873,Oil / Canvas,6,"Christie's New York, Rockefeller Center","11/03/2009
                ",sold,65.1,49.86
"Pommiers à Pontoise, la maison du père Gallien",0,400000,600000,Signed and Dated,1868,Oil / Canvas,17,"Christie's New York, Rockefeller Center","11/03/2009
                ",sold,45.72,38.43
"Le Cours-la-Reine à Rouen, temps gris",2042500,1000000,1500000,Signed and Dated,1898,Oil / Canvas,23,"Christie's New York, Rockefeller Center","11/03/2009
                ",sold,65.1,53.98
"SCENE DE MARCHE, CIRCA 1890",8060,6320,8430,Signed Monogram,1890,Watercolor and pencil / Paper,37,Artcurial,"06/30/2009
                ",sold,15.5,19.0
FEMME PORTANT UN ENFANT DANS UN JARDIN,219620,164820,247230,Signed and Dated,1887,Watercolor and gouache  and pencil / Paper,123,"Sotheby's London, New Bond Street","06/25/2009
                ",sold,61.5,34.3
"EFFET DE PLUIE AU VALHERMEIL, AUVERS-SUR-OISE",0,412050,576870,Signed and Dated,1881,Oil / Canvas,226,"Sotheby's London, New Bond Street","06/25/2009
                ",sold,46.3,38.0
PAYSAGE À ERAGNY,0,41210,57690,Signed and Dated,1890,Watercolor and pencil / Paper,233,"Sotheby's London, New Bond Street","06/25/2009
                ",sold,25.4,17.7
PAYSANNES ASSISES GARDANT DES VACHES,0,329640,494460,Signed and Dated,1886,Gouache / Linen,235,"Sotheby's London, New Bond Street","06/25/2009
                ",sold,38.7,27.3
CHEVAL BLANC DANS UN PRÉ,49450,41210,57690,Unavailable,1856,Oil / Board,236,"Sotheby's London, New Bond Street","06/25/2009
                ",sold,34.0,22.5
"HUTTE DANS UN PAYSAGE DE MONTAGNE, GALIPAN",67330,41210,57690,Unavailable,1854,Oil / Canvas,237,"Sotheby's London, New Bond Street","06/25/2009
                ",sold,33.1,23.5
Cavalier à l'orée d'un bois,0,83650,111530,Signed Lower Right,1859,Oil / Canvas,9,Piasa,"06/24/2009
                ",sold,32.0,39.5
Baigneuses,587370,278820,487940,Signed Lower Right,1895,Oil / Canvas,15,Piasa,"06/24/2009
                ",sold,46.0,38.0
